Word	Match %
guantanamo	38
innovative	38
pipelines	38
regime	38
usd	38
doha	39
11	40
11.35	40
181	40
assimilation	40
asthma	40
cartoons	40
christopher	40
cod	40
columbia	40
communautaire	40
diaspora	40
dossier	40
euroland	40
eurovignette	40
fidesz	40
gelatine	40
iaea	40
johannes	40
journalist	40
kozloduy	40
mari	40
maría	40
marshall	40
memorial	40
nogueira	40
padania	40
reserve	40
reste	40
rosa	40
scrapie	40
symptom	40
tac	40
ten-t	40
tranche	40
transponder	40
trauma	40
trieste	40
vallelersundi	40
virgin	40
yasser	40
zoos	40
alibi	41
dna	41
eu-china	41
forum	41
gatt	41
migration	41
sand	41
status	41
1b	42
amalgam	42
anne	42
cia	42
durão	42
flora	42
instrument	42
interviews	42
know-how	42
marie	42
memorandum	42
ok	42
posei	42
salvador	42
sars	42
sfor	42
troika	42
--	43
absurd	43
butter	43
demonstration	43
dossiers	43
inspiration	43
lady	43
option	43
verts	43
websites	43
chris	44
diktat	44
hall	44
motivation	44
outsourcing	44
restaurants	44
sharon	44
1	45
bse	45
feedback	45
lomé	45
manipulation	45
situation	45
gbp	46
nord	46
103	47
berg	47
cadmium	47
drama	47
öcalan	47
reform	47
slots	47
-	48
12	48
26	48
doping	48
echo	48
elite	48
kyoto	48
la	48
non	48
virus	48
19	49
.9	50
·	50
00	50
02	50
10.50	50
10.55	50
11.15	50
11.55	50
11:30	50
115	50
118a	50
130b	50
138b	50
146	50
182	50
19.55	50
192	50
1977	50
1994-1999	50
1995/96	50
1995-1996	50
1995-1997	50
1a	50
-2	50
2°c	50
20.10	50
20.55	50
2007--2013	50
20-20-20	50
22.50	50
224	50
242	50
28-30	50
309	50
315	50
387	50
3g	50
40-50	50
455	50
49.	50
490	50
50-50	50
592	50
6(3	50
6.4	50
7-0137/2010	50
883/2004	50
a-30	50
abb	50
abdomen	50
abraham	50
adams	50
addendum	50
aer	50
agora	50
ai	50
alexandria	50
algeciras	50
alibis	50
almeida	50
altener	50
alternative	50
alzheimer	50
amis	50
amr	50
andorra	50
angel	50
angela	50
anthrax	50
antonio	50
anttila	50
api	50
ar	50
ariel	50
arlene	50
arusha	50
asp	50
asphalt	50
astrid	50
athletic	50
ayatollahs	50
bachelot-narquin	50
banal	50
banner	50
bargains	50
baron	50
barry	50
basf	50
bashar	50
basra	50
bastion	50
bauer	50
beazley	50
becket	50
bedoya	50
benedict	50
benghazi	50
benz	50
berlaymont	50
bertolt	50
bio-	50
blitzkrieg	50
blot	50
bmw	50
bnfl	50
brabant	50
brut	50
buchenwald	50
bud	50
bunker	50
buyer	50
cafés	50
camouflage	50
carmelo	50
carnero	50
cassation	50
ccs	50
cd	50
cds-pp	50
ceann	50
censeo	50
center	50
ceta	50
ceterum	50
charisma	50
charybdis	50
chávez	50
chiren	50
chisinau	50
christoph	50
clique	50
cnn	50
codex	50
comeback	50
comenius	50
computerized	50
cook	50
corpus	50
corrie	50
costas	50
cowboys	50
cristina	50
csaba	50
dae	50
dai	50
dalits	50
damas	50
danuta	50
dda	50
deby	50
defense	50
dell	50
delta	50
demarche	50
democrática	50
deodorants	50
départements	50
desertec	50
diabetes	50
dick	50
dimitris	50
disselkoen	50
d-mark	50
duarte	50
é	50
edith	50
efa	50
eff	50
egeo	50
egos	50
elearning	50
elis	50
emsa	50
ephremidis	50
esafety	50
escudos	50
esko	50
ethos	50
eu-15	50
eu-25	50
euskera	50
evian	50
eyadema	50
eyadéma	50
falun	50
fatah	50
fayyad	50
ferrerowaldner	50
fiat	50
flegt	50
flop	50
frahm	50
francesco	50
frankfurter	50
franz	50
freddy	50
frontline	50
fsap	50
ftaa	50
funcinpec	50
funke	50
fuster	50
galilei	50
garri	50
garrido	50
generis	50
georg	50
georgi	50
germà	50
ghetto	50
ghrúpa	50
giegold	50
glante	50
gnss	50
göran	50
gore	50
gotovina	50
gps	50
graf	50
grata	50
guinea-bissau	50
ha	50
haidar	50
haider	50
halki	50
hamlet	50
handzlik	50
hannes	50
hardware	50
heide	50
hélène	50
helpline	50
henrik	50
heroin	50
hessen	50
hinterland	50
hiv-aids	50
horst	50
horta	50
hotlines	50
hudghton	50
hugo	50
hushkits	50
hussaini	50
icao	50
ici	50
ida	50
ieke	50
infinitum	50
inflation	50
info	50
in-house	50
initiator	50
intermediation	50
ipso	50
irian	50
isaak	50
iter	50
itu	50
ivo	50
izetbegovic	50
jalalabad	50
jammu	50
jean-claude	50
jem	50
jerusalem	50
jerzy	50
jets	50
joost	50
jose	50
jure	50
kattegat	50
kessler	50
kilos	50
kirsten	50
kola	50
kovalev	50
krahmer	50
lashing@sea	50
lastra	50
lau	50
leichtfried	50
lindh	50
linzer	50
lis	50
lobo	50
ltd.	50
luca	50
lukas	50
m2	50
m3	50
madeleine	50
mafia	50
marc	50
marcin	50
matikainen	50
mazen	50
mccain	50
médecins	50
medzamor	50
meles	50
mello	50
melo	50
mentoring	50
mes	50
minute	50
mobutu	50
mohammed	50
moi	50
mölzer	50
mousavi	50
mss	50
msy	50
muhammad	50
mums	50
musotto	50
nabucco	50
napoleon	50
nazarbayev	50
needle	50
neurodegenerative	50
neyts-uyttebroeck	50
nickel	50
noord	50
novo	50
o	50
olympia	50
öry	50
p	50
pafilis	50
país	50
palate	50
papakyriazis	50
para	50
pascal	50
pcs	50
perversion	50
pfos	50
philips	50
pie	50
ping	50
plural	50
pmoi	50
pollen	50
ponnambalam	50
pozna?	50
pre-in	50
pretoria	50
prima	50
prion	50
prüm	50
qaida	50
quintana	50
rabat	50
rada	50
radar	50
rafik	50
ramón	50
raphael	50
raymond	50
rctv	50
realpolitik	50
reform-	50
reformer	50
renzo	50
rer	50
río	50
rivera	50
robin	50
rum	50
saa	50
sabotage	50
safa	50
saint-malo	50
samsun	50
sang	50
sans	50
sarajevo	50
sarkisjan	50
sarnez	50
satu	50
sba	50
scallon	50
scanner	50
schäuble	50
schilling	50
scrooge	50
sensor	50
sergei	50
shakespeare	50
sheikh	50
sichuan	50
silicon	50
six-pack	50
södermann	50
spiro	50
ss	50
stimuli	50
stoa	50
suda	50
suharto	50
swinburne	50
sydney	50
sylvia	50
tacis	50
tao	50
tareq	50
taylor	50
teheran	50
temelín	50
temperament	50
tennis	50
thar	50
tiger	50
tillich-mulder	50
tom	50
tonnage	50
towers	50
tran	50
tremopoulos	50
trustees	50
tse	50
ultimatum	50
ump	50
unep	50
vegetative	50
vf	50
victoria	50
virginia	50
vision	50
vitamin	50
vver	50
weimar	50
weissmann	50
westminster	50
wikileaks	50
woods	50
x-ray	50
yen	50
zagreb	50
zeroual	50
zéroual	50
zita	50
aggression	51
gaza	51
religion	51
2	52
côte	52
dilemma	52
enp	52
in	52
propaganda	52
bay	53
d	53
definition	53
schuman	53
semester	53
sine	53
stagnation	53
stockholm	53
website	53
:	54
cites	54
england	54
fyrom	54
ii	54
leon	54
mainstreaming	54
qua	54
9	55
à	55
aids	55
e-mails	55
frontloading	55
gazprom	55
hunger	55
pöttering	55
problem	55
stream	55
toulouse	55
130	56
21	56
8	56
amnesty	56
baroness	56
eu	56
explosion	56
institution	56
signal	56
text	56
22	57
dtp	57
dybkjær	57
et	57
fan	57
fernandes	57
francis	57
gill	57
javier	57
kgb	57
kindermann	57
klaus-heiner	57
phare	57
tindemans	57
viii	57
wijkman	57
10	58
23	58
28	58
eurodac	58
lord	58
v	58
14	59
d'ivoire	59
petition	59
sudan	59
°c	60
111	60
141	60
6-	60
acta	60
alain	60
altar	60
benchmarking	60
berlin	60
bernd	60
delhi	60
diffuse	60
ecstasy	60
edctp	60
elisabeth	60
elmar	60
eu-israel	60
flexicurity	60
generation	60
holbrooke	60
hotels	60
jan	60
joseph	60
karel	60
kfor	60
ki-moon	60
l	60
lalumière	60
lamfalussy	60
luis	60
mantra	60
montreal	60
nistelrooij	60
nox	60
oettinger	60
orbán	60
papoutsis	60
pat	60
penny	60
poul	60
primitive	60
sadc	60
secchi	60
slums	60
terminals	60
tradition	60
tsunami	60
valéry	60
vilvoorde	60
wim	60
zoo	60
/	61
5	61
asean	61
e	61
esf	61
maastricht	61
manuel	61
naval	61
prostitution	61
ratings	61
sir	61
stalin	61
wto	61
3	62
6	62
900	62
ali	62
barrel	62
d'ancona	62
daphne	62
gil-robles	62
john	62
kedo	62
larrea	62
michelin	62
nama	62
olli	62
opel	62
quo	62
software	62
750	63
álvarez	63
dogma	63
dublin	63
experiment	63
hiv	63
integration	63
internet	63
mitchell	63
natura	63
polledo	63
referendum	63
sport	63
barcelona	64
basel	64
bolkestein	64
fao	64
illusion	64
invasion	64
k	64
mugabe	64
symbol	64
valencia	64
15	65
17	65
7	65
innovation	65
region	65
104	66
126	66
15-20	66
154	66
163	66
186	66
1958	66
1960	66
1965	66
2001-2002	66
2003-2006	66
2005-2009	66
2092/91	66
214	66
251	66
360	66
366	66
agadir	66
aghajari	66
ahmed	66
ahtisaari	66
al-assad	66
albinos	66
allah	66
aluminium	66
angelika	66
barack	66
bernard	66
bhopal	66
bhutto	66
bibi	66
biodiesel	66
botswana	66
bradbourn	66
brandy	66
charles	66
cheney	66
cm	66
constan?a	66
córdoba	66
cork	66
cornelissen	66
dam	66
dan	66
danesin	66
déby	66
deepwater	66
detroit	66
donnelly	66
donner	66
dutroux	66
edit	66
eit	66
ema	66
enpi	66
esm	66
esma	66
expo	66
fajon	66
fein	66
feio	66
fernando	66
figel	66
fox	66
freeway	66
friedmann	66
frontières	66
garrett	66
gauzès	66
gerhard	66
goepel	66
gonzalo	66
greenpeace	66
habsburg-lothringen	66
hannan	66
hanoi	66
hans	66
hans-gert	66
hazan	66
herald	66
herczog	66
hijab	66
hökmark	66
i2010	66
ifor	66
ignalina	66
ingo	66
j	66
jobbik	66
josep	66
jsa	66
kaklamanis	66
kellett-bowman	66
kelly	66
kemal	66
keppelhoff-wiechert	66
kestelijn-sierens	66
khmer	66
khomeini	66
kilo	66
kilowatt	66
km	66
kovács	66
kuhne	66
laurent	66
leasing	66
leipzig	66
lenar?i?	66
lenz	66
lindqvist	66
liquider	66
lloyd	66
lng	66
loop	66
lópez	66
louis	66
luís	66
marathon	66
mary	66
mathieu	66
mattel	66
mhz	66
modem	66
modus	66
monica	66
monuc	66
monument	66
mote	66
motors	66
myanmar	66
nicaragua	66
nitrofen	66
novi	66
oas	66
obasanjo	66
ode	66
onp	66
orban	66
ordnance	66
orlando	66
oscar	66
parkinson	66
parmalat	66
paul	66
peillon	66
perea	66
pomp	66
rafiq	66
rainsy	66
renaissance	66
reporter	66
rev.	66
rohs	66
rolf	66
sârbu	66
seoul	66
soria	66
spam	66
taoiseach	66
taxis	66
terence	66
teychenné	66
toine	66
tracts	66
trentin	66
tritium	66
tumpel-gugerell	66
undcp	66
vallvé	66
valverde	66
vondra	66
w	66
waigel	66
weiss	66
whisky	66
xv	66
yannick	66
zanu-pf	66
zelaya	66
13	67
18	67
20	67
24	67
initiative	67
dimension	68
moratorium	68
taliban	68
16	69
30	69
ankara	69
el	69
erasmus	69
eurostat	69
gue	69
nafo	69
obama	69
oecd	69
peter	69
...	70
122	70
castro	70
delors	70
esa	70
hill	70
maghreb	70
prestige	70
renault	70
rojo	70
rosé	70
tony	70
wijsenbeek	70
100	71
108	71
138	71
650	71
albertini	71
burtone	71
cannabis	71
csr	71
cunha	71
ertms	71
f	71
gonzález	71
holland	71
ibrahim	71
ind	71
izquierdo	71
karl-heinz	71
mcmillan-scott	71
pakistan	71
plutonium	71
pm	71
roma	71
sánchez-neyra	71
seminar	71
sturdy	71
tillich	71
tonne	71
vallés	71
varela	71
000	72
2013	72
280	72
69	72
700	72
bonn	72
catania	72
hussein	72
islam	72
nato	72
pvc	72
robert	72
y	72
27	73
4	73
58	73
800	73
airbus	73
aznar	73
chile	73
clinton	73
de	73
h	73
mercosur	73
pack	73
söderman	73
venezuela	73
","	74
iii	74
revolution	74
102	75
112	75
121	75
143	75
1500	75
1973	75
1998-1999	75
206	75
366a	75
37	75
5b	75
64	75
78	75
91	75
abuja	75
albright	75
amsterdam	75
andré-léonard	75
angelilli	75
antónio	75
atlas	75
bam	75
batten	75
batzeli	75
belfast	75
berenguer	75
biogas	75
bloom	75
brittan	75
bst	75
bush	75
calais	75
carlos	75
carter	75
casini	75
ceyhun	75
chaos	75
charlie	75
christodoulou	75
clark	75
crampton	75
cristiana	75
danielsson	75
dcm	75
delegation	75
di	75
ecuador	75
erdo?an	75
est	75
eurobonds	75
falconer	75
fige?	75
francisco	75
gasòliba	75
gats	75
georges	75
graham	75
guadeloupe	75
gulliver	75
hahn	75
hutchinson	75
iccat	75
ifrs	75
imo	75
islamabad	75
ispa	75
jacob	75
jirga	75
jos	75
junker	75
kabila	75
lenin	75
ljubljana	75
loyola	75
lusaka	75
mafias	75
malcolm	75
marta	75
martinez	75
matikainen-kallström	75
matrix	75
mayer	75
mcavan	75
mcguinness	75
mercedes	75
mira	75
mitterrand	75
moselle	75
newens	75
niger	75
orwell	75
paraguay	75
paris	75
pedro	75
pelttari	75
provan	75
qimonda	75
rasmussen	75
riis-jørgensen	75
sakellariou	75
sam	75
santiago	75
saryusz-wolski	75
schmid	75
schüssel	75
shalit	75
slorc	75
smith	75
stenmarck	75
telkämper	75
thrombin	75
tuomioja	75
unhrc	75
verde	75
viktor	75
wathelet	75
34	76
diamantopoulou	76
erika	76
guantánamo	76
haug	76
josé	76
n	76
ortuondo	76
romano	76
vis	76
152	77
2007-2013	77
25	77
67	77
blak	77
brian	77
efsa	77
fjellner	77
frankfurt	77
gollnisch	77
jacques	77
james	77
katiforis	77
milosevic	77
papayannakis	77
professor	77
quecedo	77
wolf	77
belarus	78
dayton	78
harbour	78
israelis	78
lanka	78
martin	78
oslo	78
thessaloniki	78
winter	78
65	79
cancún	79
liikanen	79
uganda	79
129	80
151	80
166	80
174	80
175	80
1971	80
220	80
71	80
84	80
88	80
93	80
abyei	80
anastassopoulos	80
arroni	80
bashir	80
böhm	80
bouwman	80
bremen	80
bretton	80
burg	80
cappato	80
carl	80
casaca	80
cdu	80
chi?in?u	80
çiller	80
co	80
daniel	80
diana	80
duma	80
eidhr	80
eta	80
fax	80
fifa	80
galileo	80
garage	80
guatemala	80
guido	80
havel	80
herbert	80
honduras	80
hughes	80
interview	80
intifada	80
ipcc	80
iso	80
járóka	80
joe	80
karadzic	80
krehl	80
kreissl-dörfler	80
kuneva	80
laschet	80
lawal	80
liberia	80
lucas	80
madrid	80
manchester	80
marinescu	80
mario	80
mm	80
musharraf	80
na	80
namibia	80
nepad	80
nicole	80
omar	80
orden	80
parish	80
patrie	80
peres	80
péry	80
pierre	80
poettering	80
ratko	80
republika	80
schreyer	80
schröder	80
soulier	80
speroni	80
staes	80
tb	80
togo	80
unrwa	80
vaclav	80
vinci	80
vojvodina	80
wolfgang	80
zapatero	80
110	81
39	81
63	81
alavanos	81
china	81
erdogan	81
israel	81
maria	81
ottawa	81
sarkozy	81
sjöstedt	81
špidla	81
union	81
)	82
11.30	82
40	82
43	82
eurojust	82
haiti	82
jackson	82
malta	82
montenegro	82
rocard	82
119	83
127	83
128	83
1981	83
200	83
62	83
83	83
ana	83
bbc	83
béguin	83
bjerregaard	83
blottnitz	83
boel	83
burundi	83
cabrol	83
camisón	83
chip	83
cop	83
danone	83
desama	83
díez	83
doris	83
eplp	83
eriksson	83
eures	83
färm	83
fujimori	83
giansily	83
gorsel	83
gucht	83
hadep	83
harrison	83
huhne	83
hulten	83
ices	83
iran	83
isler	83
iv	83
kok	83
kosovo	83
laval	83
london	83
ltte	83
martín	83
miller	83
monnet	83
nafta	83
niebler	83
nld	83
?ry	83
paliadeli	83
paulsen	83
payá	83
philip	83
philippe	83
pietro	83
plo	83
plooij-van	83
poignant	83
portugal	83
prets	83
ramos	83
rehder	83
roth	83
roure	83
skinner	83
sri	83
srpska	83
stihler	83
taiwan	83
thomas	83
tibet	83
tim	83
vivendi	83
wallström	83
warlords	83
wulf-mathies	83
(	84
300	84
35	84
500	84
57	84
anna	84
annan	84
fatuzzo	84
figueiredo	84
fischler	84
g	84
george	84
maaten	84
miert	84
modulation	84
nepal	84
posselt	84
ribeiro	84
spinelli	84
147	85
180	85
2020	85
50	85
68	85
73	85
89	85
94	85
afghanistan	85
altiero	85
andrews	85
bösch	85
bundestag	85
buttiglione	85
carlo	85
chirac	85
david	85
deva	85
edinburgh	85
estévez	85
euronews	85
europeana	85
funk	85
giovanni	85
gordon	85
grossetête	85
hindus	85
jeggle	85
kallas	85
karl	85
klaß	85
klaus	85
minsk	85
monti	85
moura	85
mundus	85
nielson	85
pérez	85
rinpoche	85
rio	85
santer	85
schlyter	85
schmitt	85
spaak	85
vitorino	85
wales	85
weiler	85
120	86
400	86
45	86
48	86
abu	86
baringdorf	86
bowis	86
eib	86
ford	86
graefe	86
+	87
140	87
1978	87
54	87
adenauer	87
aires	87
airways	87
b	87
boeing	87
bonino	87
buenos	87
byrne	87
cardiff	87
cashman	87
collado	87
costa	87
crespo	87
dührkop	87
ecall	87
fabra	87
ferrero-waldner	87
frattini	87
helmut	87
ira	87
jöns	87
kouchner	87
kuwait	87
liese	87
marco	87
mauritius	87
nigeria	87
olsson	87
ortega	87
pollack	87
polo	87
porto	87
schierhuber	87
seppänen	87
?	88
114	88
1979	88
1980	88
2014	88
240	88
350	88
55	88
59	88
60	88
600	88
95	88
angola	88
cassidy	88
davies	88
d'estaing	88
easa	88
ecu	88
karamanou	88
kinnock	88
lancker	88
linkohr	88
maccormick	88
méndez	88
michael	88
oostlander	88
pex	88
pkk	88
prodi	88
saddam	88
schroedter	88
tsatsos	88
vi	88
vietnam	88
1996	89
1997	89
2007	89
42	89
46	89
90	89
barroso	89
coelho	89
europol	89
hamas	89
hautala	89
helsinki	89
medina	89
rübig	89
116	90
125	90
160	90
1984	90
1985	90
1998	90
250	90
32	90
77	90
85	90
87	90
aceh	90
august	90
barrot	90
blair	90
brok	90
dover	90
ferreira	90
gallagher	90
gbagbo	90
gibraltar	90
google	90
habsburg	90
herzog	90
hume	90
japan	90
kaliningrad	90
lambert	90
leone	90
liechtenstein	90
mahmoud	90
maij-weggen	90
mandela	90
michel	90
monterrey	90
nikitin	90
petersburg	90
putin	90
randzio-plath	90
schwab	90
senegal	90
smet	90
solana	90
turmes	90
vanhanen	90
weber	90
weu	90
winkler	90
1990	91
1999	91
2000	91
41	91
52	91
70	91
72	91
96	91
c	91
darfur	91
gaddafi	91
patten	91
poto?nik	91
purvis	91
richard	91
rothe	91
tannock	91
whitehead	91
1992	92
1994	92
1995	92
2000-2006	92
2002	92
2003	92
76	92
80	92
bangemann	92
borrell	92
breyer	92
caudron	92
chichester	92
elles	92
evans	92
galeote	92
haarder	92
howitt	92
jean	92
jensen	92
leonardo	92
madeira	92
malmström	92
merkel	92
morgan	92
nicholson	92
olaf	92
reding	92
savary	92
simpson	92
unhcr	92
verhofstadt	92
%	93
1991	93
2001	93
2012	93
66	93
barón	93
berlusconi	93
broek	93
colom	93
crowley	93
dell'alba	93
dimas	93
doyle	93
egf	93
johannesburg	93
kabul	93
karas	93
oomen-ruijten	93
pen	93
pirker	93
rothley	93
san	93
theato	93
tomlinson	93
van	93
verheugen	93
1993	94
2004	94
2006	94
2015	94
450	94
alexander	94
almunia	94
april	94
daul	94
frontex	94
fukushima	94
juncker	94
martens	94
müller	94
napolitano	94
sierra	94
sis	94
sterckx	94
turkmenistan	94
ukraine	94
1989	95
49	95
51	95
75	95
arafat	95
böge	95
cox	95
duisenberg	95
